Frame,Shoulder_X,Shoulder_Y,Elbow_X,Elbow_Y,Wrist_X,Wrist_Y
0,0.4054955244064331,0.2543390989303589,0.4851233959197998,0.3697282075881958,0.48462527990341187,0.265288770198822
1,0.40549761056900024,0.2531186044216156,0.4841306209564209,0.3689383268356323,0.48535022139549255,0.26386338472366333
2,0.40550458431243896,0.25274214148521423,0.483924001455307,0.36864200234413147,0.4863826334476471,0.2632741332054138
3,0.40547147393226624,0.2525438666343689,0.4837544560432434,0.3685680031776428,0.4870172441005707,0.26306647062301636
4,0.4052068293094635,0.252571165561676,0.48361262679100037,0.36855489015579224,0.4875125586986542,0.26307886838912964
5,0.4047912359237671,0.2526969611644745,0.4832603633403778,0.3688179850578308,0.487620085477829,0.26465529203414917
6,0.40451931953430176,0.2540297508239746,0.48193904757499695,0.3708440959453583,0.4874686002731323,0.26916027069091797
7,0.4045342206954956,0.2557574212551117,0.4807462692260742,0.37515923380851746,0.48739296197891235,0.27427807450294495
8,0.4044806659221649,0.25849565863609314,0.4788915812969208,0.37962043285369873,0.48665478825569153,0.27789026498794556
9,0.404398113489151,0.2597207725048065,0.47708505392074585,0.3834792971611023,0.4818568825721741,0.28176331520080566
10,0.403827041387558,0.2601289749145508,0.4767420291900635,0.3837541341781616,0.4764438569545746,0.2835313677787781
11,0.40295296907424927,0.2599828839302063,0.47805845737457275,0.38292112946510315,0.4723973274230957,0.2822827100753784
12,0.4044467508792877,0.25938528776168823,0.4864874482154846,0.38259357213974,0.4730376899242401,0.28097254037857056
13,0.41493532061576843,0.2573624849319458,0.5168648958206177,0.3747275471687317,0.4861257076263428,0.26745548844337463
14,0.43058839440345764,0.2565532624721527,0.5594959855079651,0.3575611412525177,0.521267831325531,0.25067976117134094
15,0.44852694869041443,0.25463804602622986,0.5984677672386169,0.3411875367164612,0.5621755719184875,0.2390797883272171
16,0.46200379729270935,0.25083088874816895,0.6386494636535645,0.3180854618549347,0.6067046523094177,0.2263364940881729
17,0.4763971269130707,0.24926868081092834,0.6593578457832336,0.29778075218200684,0.6677493453025818,0.21765132248401642
18,0.48996156454086304,0.24943092465400696,0.6578407287597656,0.2700140178203583,0.7341207265853882,0.21884185075759888
19,0.4935966432094574,0.25107795000076294,0.6606162190437317,0.23986591398715973,0.8221461176872253,0.21615037322044373
20,0.5032784938812256,0.2570670545101166,0.6708042621612549,0.2439761906862259,0.8401368260383606,0.22057904303073883
21,0.5120518207550049,0.264555960893631,0.6723066568374634,0.25599461793899536,0.8319740295410156,0.2241797149181366
22,0.515076220035553,0.27098020911216736,0.6689631938934326,0.2659740447998047,0.8203109502792358,0.23622368276119232
23,0.517597496509552,0.27363359928131104,0.6713458895683289,0.26814448833465576,0.825232982635498,0.24165774881839752
24,0.515856146812439,0.27315574884414673,0.6659247279167175,0.26670295000076294,0.8186039924621582,0.24321837723255157
25,0.5141751170158386,0.27260100841522217,0.6619953513145447,0.2666915953159332,0.8029773235321045,0.2434767633676529
26,0.5109083652496338,0.271928071975708,0.6585318446159363,0.268744558095932,0.7888946533203125,0.2432842254638672
27,0.5028241276741028,0.2656477689743042,0.6496950387954712,0.27056825160980225,0.7719273567199707,0.24149608612060547
28,0.4860500991344452,0.25963473320007324,0.6360781788825989,0.27805155515670776,0.7351665496826172,0.23618945479393005
29,0.4665268063545227,0.2518214285373688,0.6281536817550659,0.28998610377311707,0.6980024576187134,0.22980564832687378
30,0.4476008713245392,0.24661913514137268,0.6177014708518982,0.3019723892211914,0.6616485118865967,0.22474007308483124
31,0.4305477440357208,0.24585482478141785,0.5901317596435547,0.3157101571559906,0.6238507032394409,0.2228277623653412
32,0.4184986650943756,0.24564814567565918,0.5669092535972595,0.32694828510284424,0.5763663649559021,0.22415126860141754
33,0.4087390601634979,0.24444375932216644,0.5386958122253418,0.33903923630714417,0.5468212366104126,0.23014616966247559
34,0.40264779329299927,0.24530160427093506,0.5084972381591797,0.35100698471069336,0.5119121074676514,0.24097567796707153
35,0.3971572518348694,0.24743114411830902,0.49379652738571167,0.3637602925300598,0.49076613783836365,0.2539621889591217
36,0.39242154359817505,0.25800999999046326,0.4810059666633606,0.37367862462997437,0.47321581840515137,0.26912686228752136
37,0.3892492651939392,0.26426172256469727,0.47197121381759644,0.3795648217201233,0.46471837162971497,0.27554386854171753
38,0.3836323916912079,0.2666880190372467,0.46883416175842285,0.38101083040237427,0.4612448513507843,0.27768629789352417
39,0.385256826877594,0.26619207859039307,0.46849170327186584,0.3821473717689514,0.4559468626976013,0.278825044631958
40,0.3838869333267212,0.26703941822052,0.4706531763076782,0.3828883171081543,0.45878496766090393,0.2781074345111847
41,0.3865330219268799,0.26680657267570496,0.46982961893081665,0.38183215260505676,0.45705947279930115,0.27800190448760986
42,0.3888184428215027,0.2665776014328003,0.4717680513858795,0.3803342282772064,0.4595849812030792,0.276008665561676
43,0.38953301310539246,0.2650996446609497,0.47429293394088745,0.3787888288497925,0.4605081081390381,0.27496862411499023
44,0.3909103572368622,0.262954443693161,0.47574856877326965,0.3776119649410248,0.46308255195617676,0.2740098237991333
45,0.39169931411743164,0.261113703250885,0.4760632812976837,0.37715286016464233,0.4654572308063507,0.27336761355400085
46,0.39197251200675964,0.26081734895706177,0.4762687385082245,0.37688785791397095,0.4683268070220947,0.27293267846107483
47,0.3940069377422333,0.26079386472702026,0.4764246940612793,0.3766917288303375,0.4699799716472626,0.2722183167934418
48,0.395680695772171,0.260750949382782,0.47668373584747314,0.3764118254184723,0.47117969393730164,0.27148449420928955
49,0.39647406339645386,0.26056990027427673,0.47715142369270325,0.37613919377326965,0.4719792306423187,0.27014631032943726
50,0.3972403109073639,0.26037806272506714,0.4774278402328491,0.3759881258010864,0.47256791591644287,0.2695610821247101
51,0.39784353971481323,0.25988516211509705,0.4776863157749176,0.3758862316608429,0.47306808829307556,0.26826944947242737
52,0.3983229100704193,0.2596472501754761,0.4778856933116913,0.37585175037384033,0.4731817841529846,0.26824715733528137
53,0.3990606963634491,0.2595972418785095,0.4780382513999939,0.37588682770729065,0.47345301508903503,0.26817449927330017
54,0.3991372883319855,0.25957319140434265,0.4781603217124939,0.37589624524116516,0.47353678941726685,0.26821452379226685
55,0.39848530292510986,0.2595592737197876,0.4780904948711395,0.37588027119636536,0.47409161925315857,0.2693351209163666
56,0.395755410194397,0.25968262553215027,0.47725722193717957,0.37592968344688416,0.4754159152507782,0.27228784561157227
57,0.3942197859287262,0.2599833011627197,0.4764373004436493,0.3765745759010315,0.4764100909233093,0.2748715579509735
58,0.39214617013931274,0.26048722863197327,0.47547972202301025,0.3784906268119812,0.47659674286842346,0.27825966477394104
59,0.39202553033828735,0.2612766921520233,0.4746682941913605,0.3817752003669739,0.4729458689689636,0.2823602855205536
60,0.39206913113594055,0.2611648142337799,0.4749208688735962,0.38263139128685,0.4671976566314697,0.2839433550834656
61,0.3955276310443878,0.2607302963733673,0.48069462180137634,0.38238653540611267,0.4633442163467407,0.28293275833129883
62,0.4029178023338318,0.258902370929718,0.5038812756538391,0.3798854947090149,0.4643992483615875,0.2787473499774933
63,0.4177273213863373,0.25765690207481384,0.5425954461097717,0.36655884981155396,0.49403664469718933,0.2654656171798706
64,0.43521466851234436,0.257491797208786,0.582842230796814,0.3499949276447296,0.5363972187042236,0.2503274381160736
65,0.44968584179878235,0.2550789713859558,0.6246660351753235,0.3258225619792938,0.5856921076774597,0.23516659438610077
66,0.46308785676956177,0.2515082061290741,0.650129497051239,0.30222219228744507,0.6431925296783447,0.22250016033649445
67,0.47425875067710876,0.2517288029193878,0.6454128623008728,0.2740606665611267,0.7082774639129639,0.2221149504184723
68,0.47928139567375183,0.2519014775753021,0.6461662650108337,0.23661652207374573,0.7967209815979004,0.21496976912021637
69,0.48765549063682556,0.25869593024253845,0.6538733839988708,0.23971693217754364,0.8143937587738037,0.2145228087902069
70,0.4979684352874756,0.2656358480453491,0.6507547497749329,0.24990537762641907,0.7955904603004456,0.21847650408744812
71,0.503340482711792,0.2719421684741974,0.6529275178909302,0.254906564950943,0.799513041973114,0.22248680889606476
72,0.5027859807014465,0.27450403571128845,0.6499284505844116,0.26020458340644836,0.7892089486122131,0.2244991660118103
73,0.5034344792366028,0.2738229036331177,0.6466799378395081,0.2637903690338135,0.7690119743347168,0.22577603161334991
74,0.5005706548690796,0.2731970548629761,0.6448203921318054,0.2668173909187317,0.752627968788147,0.22666102647781372
75,0.49735260009765625,0.27004125714302063,0.6427427530288696,0.2688959538936615,0.7416408061981201,0.2268379181623459
76,0.48863646388053894,0.25971972942352295,0.6407749056816101,0.2743346691131592,0.7143417596817017,0.22337818145751953
77,0.4715113043785095,0.25025463104248047,0.6390480995178223,0.2893528938293457,0.6871786117553711,0.22194541990756989
78,0.4522809088230133,0.24630115926265717,0.6283813714981079,0.30322328209877014,0.6545565128326416,0.2226543426513672
79,0.44598573446273804,0.24471725523471832,0.6152430772781372,0.3110617697238922,0.636210560798645,0.22319477796554565
80,0.6366887092590332,0.2319912612438202,0.45806023478507996,0.2764739990234375,0.3225935697555542,0.19578015804290771
81,0.661810576915741,0.22884991765022278,0.45935553312301636,0.27331578731536865,0.3119453191757202,0.19123879075050354
82,0.6583440899848938,0.2252407670021057,0.45350518822669983,0.2662743031978607,0.30136796832084656,0.18383638560771942
83,0.6558179259300232,0.22096854448318481,0.4333532154560089,0.2518998384475708,0.27777525782585144,0.1677488386631012
84,0.6557202339172363,0.21997764706611633,0.431510329246521,0.2540763020515442,0.2835247814655304,0.16597023606300354
85,0.6552567481994629,0.21719740331172943,0.42580926418304443,0.24887791275978088,0.27818575501441956,0.1594102680683136
86,0.6463627815246582,0.2153383195400238,0.4279252886772156,0.2500988245010376,0.2791115343570709,0.15907981991767883
87,0.6475449800491333,0.21413792669773102,0.4272662401199341,0.2508905529975891,0.2772879898548126,0.15749254822731018
88,0.6471632122993469,0.21368619799613953,0.42108890414237976,0.24940170347690582,0.27590787410736084,0.15339858829975128
89,0.6463521718978882,0.213796004652977,0.41868850588798523,0.24880704283714294,0.27304837107658386,0.14915093779563904
90,0.6432984471321106,0.2141246199607849,0.41653960943222046,0.24786703288555145,0.27300626039505005,0.14813949167728424
91,0.6422067880630493,0.21378165483474731,0.41775357723236084,0.2481534332036972,0.2780435383319855,0.1501355916261673
92,0.6408708691596985,0.21447080373764038,0.4171401858329773,0.24905917048454285,0.2875584661960602,0.15290504693984985
93,0.6414884924888611,0.21478919684886932,0.4201452434062958,0.25221776962280273,0.2890125811100006,0.15748640894889832
94,0.6477494239807129,0.21484974026679993,0.4216656982898712,0.26312172412872314,0.3216135799884796,0.16821107268333435
95,0.6534146666526794,0.21996061503887177,0.4355775713920593,0.28217223286628723,0.35698509216308594,0.186269149184227
96,0.6534895300865173,0.22830785810947418,0.4501549005508423,0.2998813986778259,0.3915354609489441,0.20250625908374786
97,0.6563698649406433,0.23107384145259857,0.4627071022987366,0.31184786558151245,0.40758049488067627,0.21416600048542023
98,0.6584115624427795,0.23452728986740112,0.4804328978061676,0.32152259349823,0.425888329744339,0.22669179737567902
99,0.6591433882713318,0.2369837611913681,0.4844399690628052,0.3240503668785095,0.428523987531662,0.22898919880390167
100,0.6657625436782837,0.23991653323173523,0.490913987159729,0.32774871587753296,0.43582883477211,0.23350118100643158
101,0.6689404249191284,0.2417907863855362,0.4956043064594269,0.331032931804657,0.44177550077438354,0.2364470213651657
102,0.6752341389656067,0.24152719974517822,0.500721275806427,0.3298303186893463,0.44808974862098694,0.23335111141204834
103,0.6784647107124329,0.24083442986011505,0.5031858682632446,0.3273952901363373,0.45494896173477173,0.23042988777160645
104,0.6812986731529236,0.24059346318244934,0.5022348761558533,0.3246392011642456,0.46075135469436646,0.22739624977111816
105,0.6827582120895386,0.23903155326843262,0.5015482902526855,0.3224829137325287,0.4626421630382538,0.22599449753761292
106,0.6821731328964233,0.23399758338928223,0.501692533493042,0.321654736995697,0.46240660548210144,0.2215305119752884
107,0.6811520457267761,0.22971861064434052,0.5003344416618347,0.3190324902534485,0.46110260486602783,0.21861879527568817
108,0.6806274056434631,0.22487689554691315,0.4994467496871948,0.3159988820552826,0.4637868106365204,0.21716183423995972
109,0.6802501082420349,0.2229122817516327,0.49925753474235535,0.31167149543762207,0.46009913086891174,0.21126772463321686
110,0.6801043748855591,0.22008314728736877,0.49828511476516724,0.30743229389190674,0.45786556601524353,0.2075939029455185
111,0.6799817085266113,0.21818852424621582,0.4970095455646515,0.30502647161483765,0.45672178268432617,0.20714031159877777
112,0.679074227809906,0.217561274766922,0.49619781970977783,0.3041853904724121,0.46030914783477783,0.21036384999752045
113,0.6783645153045654,0.21788495779037476,0.49307528138160706,0.3044133484363556,0.46044933795928955,0.2118968367576599
114,0.6772378087043762,0.21815887093544006,0.49300095438957214,0.3049405813217163,0.4711472690105438,0.22248533368110657
115,0.6770642399787903,0.21849758923053741,0.49349403381347656,0.3055080473423004,0.46904879808425903,0.22148075699806213
116,0.6769136786460876,0.21874459087848663,0.49568864703178406,0.30956152081489563,0.4689600169658661,0.2240179479122162
117,0.6757216453552246,0.22012197971343994,0.49951642751693726,0.3157709538936615,0.46880099177360535,0.2280092090368271
118,0.6747914552688599,0.2231048345565796,0.5044876337051392,0.3256555497646332,0.47060564160346985,0.23924261331558228
119,0.6745671629905701,0.22995923459529877,0.5151399374008179,0.3362172544002533,0.47664371132850647,0.24688325822353363
120,0.674167811870575,0.24084576964378357,0.532618522644043,0.350641131401062,0.4848327934741974,0.2582331895828247
121,0.6182065606117249,0.32102587819099426,0.43217772245407104,0.48540636897087097,0.31670892238616943,0.35557258129119873
122,0.6111446619033813,0.33462923765182495,0.39674755930900574,0.5080884695053101,0.29588183760643005,0.36759647727012634
123,0.5904936790466309,0.3399549722671509,0.3726515769958496,0.5141595005989075,0.28613176941871643,0.36598458886146545
124,0.5897428393363953,0.33420097827911377,0.3804600238800049,0.5099946856498718,0.2856209874153137,0.3673747181892395
125,0.5902994871139526,0.3264946937561035,0.38586872816085815,0.5033453702926636,0.279509961605072,0.36467522382736206
126,0.5814726948738098,0.32469072937965393,0.38370129466056824,0.5013761520385742,0.277286559343338,0.36280331015586853
127,0.5813332796096802,0.3246128559112549,0.37405166029930115,0.49698320031166077,0.2678055167198181,0.3582148253917694
128,0.5779781937599182,0.3232877850532532,0.36685219407081604,0.493207722902298,0.2616044878959656,0.35395434498786926
129,0.571387767791748,0.322025328874588,0.3639931380748749,0.49186956882476807,0.25376224517822266,0.3511533737182617
130,0.5675255656242371,0.32040125131607056,0.3601777255535126,0.4912318289279938,0.24851125478744507,0.34967440366744995
